user_id,book_id,rating
58,8544,3
58,18127,4
58,40339,5
58,13603,3
58,30391,3
58,23758,4
58,9558,4
58,14168,5
58,13066,4
58,141,5
58,2552,5
58,27885,4
58,22126,3
58,36368,4
58,1188,4
58,18553,5
58,43437,5
59,27692,5
59,13141,5
59,18839,4
59,36681,3
59,4077,5
59,11654,5
59,2952,4
59,29881,4
59,23975,3
59,33194,4
59,26329,3
59,37,5
59,43717,5
59,26696,4
59,25955,4
59,9223,5
59,23233,5
59,17461,5
59,26075,4
59,24058,4
59,11359,4
59,18035,4
59,22192,4
59,29526,4
59,36262,4
60,34835,5
60,30678,3
60,28558,3
60,214,5
60,6994,5
60,6557,1
60,45259,5
60,6690,4
60,4362,4
60,20182,2
60,16535,4
60,39905,4
60,7351,5
60,12372,4
60,6259,4
60,16791,4
61,23331,4
61,37693,5
61,4373,5
61,11003,5
61,37073,2
61,31331,4
61,23968,4
61,32421,4
61,11168,4
61,32331,3
61,27054,2
61,105,5
61,799,4
61,28053,4
61,10894,3
61,19327,5
61,34637,5
61,13924,2
61,656,5
61,32078,5
61,45255,4
61,28881,4
61,16891,5
61,42156,5
61,28358,4
62,13924,4
62,25841,5
62,30458,3
62,22077,2
62,14169,4
62,412,4
62,39365,2
62,13737,3
62,15962,4
62,42156,5
62,665,3
63,40312,5
63,685,4
63,26417,3
63,30518,4
63,36005,3
63,13623,5
63,31804,5
63,35519,4
63,17334,4
63,38918,3
63,24887,4
63,9282,5
63,38735,3
63,31103,4
64,1761,3
64,19807,4
64,19534,4
64,44190,4
64,31980,5
64,7961,2
64,10921,4
64,3462,4
65,41863,5
65,27347,4
65,11426,3
65,42632,4
65,16452,5
65,13764,3
65,40460,5
65,4599,5
65,14378,4
65,24634,4
65,18561,4
65,39403,5
65,44900,4
65,1846,5
65,25409,5
65,18361,5
65,34517,5
65,13562,4
65,9873,3
65,24526,4
66,9633,3
66,34473,4
66,18089,5
66,35440,3
66,5370,4
66,41128,4
66,2167,4
66,24605,2
66,23754,5
66,434,3
66,28350,4
66,12855,4
66,28805,4
67,44987,5
67,8703,5
67,30491,4
67,21704,4
67,14051,5
67,38786,4
67,15587,4
67,24530,4
67,26023,3
68,13519,3
68,1576,4
68,39796,4
68,43130,4
68,38504,4
68,42172,3
68,40090,2
68,5453,4
68,38874,4
68,8722,4
68,21324,4
68,3119,5
68,33690,4
68,3733,3
68,41090,4
68,643,5
68,22562,5
68,40335,4
68,20239,4
68,32121,4
69,5552,4
69,6222,5
69,43877,5
69,28486,5
69,11988,3
69,5558,5
69,4742,3
69,30002,4
69,14572,5
69,34524,5
69,19430,5
69,4887,4
69,22237,3
70,36137,5
70,43722,5
70,20002,3
71,43106,3
71,44795,5
71,20741,5
71,39707,4
71,17056,4
71,13932,4
71,26189,4
71,1546,4
71,25937,3
71,19148,3
71,42156,4
72,25794,4
72,16199,3
72,35433,4
72,7415,4
72,20775,3
72,9626,4
72,9622,5
72,19117,4
72,117,4
72,42956,3
72,11886,5
72,41952,4
72,18266,4
72,6690,2
72,26253,4
72,24381,3
73,39022,5
73,17778,5
73,7668,3
73,34299,4
73,15678,3
73,32578,3
73,35880,3
73,19682,4
73,13793,4
73,21753,2
73,45334,3
73,34319,5
73,31178,4
73,34628,4
73,44254,2
73,23114,4
73,9186,4
73,4540,4
73,29584,5
74,28942,3
74,9566,4
74,31113,4
74,10537,2
74,30941,4
74,38399,5
74,42177,5
74,868,5
74,7556,5
74,4830,5
74,9019,5
74,27420,3
74,41055,5
74,19613,5
74,7966,3
74,33295,4
74,7062,3
74,6678,4
74,41654,5
74,1902,3
74,43044,5
75,25673,4
75,762,4
75,6151,3
75,34222,3
75,40271,4
75,30187,4
75,13765,3
75,31373,4
75,40451,5
75,10772,3
75,25863,5
75,40626,5
75,12142,5
75,10170,3
75,1204,4
75,32254,4
75,2045,4
75,9652,4
75,18370,4
76,39442,5
76,40483,5
76,17905,3
76,14266,3
76,38989,2
76,4801,3
76,3102,3
76,33956,3
76,29949,3
76,41369,3
76,32430,5
76,2052,5
76,26725,4
76,36665,3
76,24155,4
76,5135,2
76,41719,4
76,19400,4
76,42811,2
76,22822,2
76,22542,3
76,2817,2
77,21841,5
77,24093,3
77,18350,3
77,26474,4
77,4207,5
77,5073,5
77,16115,4
77,10222,5
77,4359,3
77,33437,4
77,23056,4
77,32689,4
78,39792,5
78,9826,4
78,22950,5
78,19279,3
78,8062,5
78,4714,3
78,33705,4
78,13924,4
78,23227,4
79,22562,3
79,38340,4
79,43380,5
79,10476,1
79,17153,2
79,4584,3
79,5481,4
79,14476,3
79,31093,5
79,37947,3
79,13829,3
79,10988,3
79,37726,3
79,2004,4
79,12787,2
79,7748,4
79,28251,3
79,23232,4
79,18373,4
79,2140,5
79,35440,5
79,41713,4
80,2804,4
80,4339,3
80,26301,3
80,38549,5
80,168,4
80,12108,3
81,40156,2
81,24873,4
81,19768,5
81,19383,3
81,36893,4
81,41696,3
81,22017,5
81,16477,5
81,25811,5
81,12682,4
81,32498,4
81,8834,3
81,17253,5
81,23876,5
82,8246,4
82,22623,4
82,14473,5
82,22626,4
82,38012,3
82,10055,4
82,45595,2
82,34607,4
82,45617,4
82,30892,2
82,35295,3
82,19068,4
82,32461,5
82,5204,4
82,2486,2
82,11666,4
82,3439,3
82,24647,4
82,37426,3
82,18335,5
82,11437,3
83,16692,4
83,28196,5
83,12856,3
83,664,4
83,18564,5
83,3733,4
83,33446,5
83,39637,5
83,25534,3
83,45255,2
83,19581,5
83,34605,3
83,36775,4
83,39640,5
84,25779,4
84,42854,3
84,43375,5
84,16230,4
84,8586,5
84,6253,4
84,40502,5
85,13215,4
85,18019,4
85,24526,4
85,29569,4
85,5296,5
85,9456,3
85,29486,4
85,31628,3
86,39399,4
86,5364,4
86,40640,4
86,13876,4
86,6970,3
86,25373,5
86,16761,3
86,16874,3
86,21329,5
86,20424,3
86,41834,4
86,16697,5
86,4820,4
86,12120,3
86,16276,5
86,41804,5
86,10802,4
87,32410,3
87,11741,3
87,16532,5
87,38674,3
87,35116,3
87,12823,4
87,30981,3
87,24100,5
87,41273,4
87,44233,2
87,19193,4
87,27006,4
87,7142,4
87,14911,3
87,41611,3
87,15948,4
87,40284,3
88,23946,4
88,14009,2
88,670,4
88,32899,3
88,10780,3
88,34789,5
88,11917,4
88,17624,5
88,17511,3
88,7135,5
88,42604,4
88,8797,5
88,86,4
88,34325,4
88,11995,4
88,25440,3
88,28400,3
88,29152,4
89,14495,3
89,4945,5
89,31882,2
89,13578,4
89,6657,5
89,41490,4
89,2078,3
89,5144,5
89,29547,4
89,20355,4
89,19043,4
89,38244,2
89,45220,5
90,26592,3
90,39959,4
90,40289,4
90,6542,2
91,28416,4
91,3130,4
91,32226,5
91,35975,5
91,2155,3
91,27066,2
91,42915,3
91,16352,2
91,36598,5
91,40694,5
91,5419,3
91,35822,3
91,22417,3
91,22312,3
91,10222,5
92,16286,3
92,26101,4
92,933,5
92,23423,4
92,7055,3
92,22576,3
92,28510,5
92,903,5
92,36253,4
92,14012,5
92,37195,4
92,33477,5
92,16131,2
92,21717,4
92,10009,4
92,13983,4
92,22350,2
93,19528,3
93,42682,5
93,17075,4
93,39707,5
93,13631,3
93,29534,4
93,44538,5
93,17654,5
93,29584,5
93,26480,5
93,5989,5
93,40465,4
93,33667,4
93,31849,5
93,38593,4
93,21484,2
93,22201,5
93,22286,5
93,31637,5
93,30243,4
93,42706,4
93,6291,2
93,24657,3
93,45052,5
94,20127,3
94,43328,4
94,10979,3
94,6058,3
94,24604,4
94,34548,4
94,19316,3
94,24804,4
94,1403,4
94,28845,4
94,31358,1
94,1327,1
94,38049,3
94,45626,3
94,22804,3
94,10050,3
94,33501,4
94,11648,4
94,29446,4
94,7865,5
94,4692,3
94,33025,5
94,39317,4
94,42212,4
95,14705,3
95,32832,4
95,3357,3
95,835,5
95,13562,5
95,45251,3
95,463,3
95,40287,3
95,22559,2
95,13987,2
95,10966,5
95,9121,3
95,24192,4
95,28917,5
96,42692,4
96,22539,4
96,16842,5
96,25329,3
96,27422,4
96,22287,2
96,30348,4
96,14281,5
96,8086,4
96,36064,3
96,10097,5
96,10474,5
96,7360,5
96,3316,3
96,27,5
97,9141,4
97,34153,4
97,40836,3
97,12401,4
97,20876,3
97,29326,4
97,43456,3
97,35407,4
97,23790,3
97,12648,3
97,33771,4
97,11247,3
97,19484,5
97,27693,5
97,34535,4
97,37877,3
97,3557,4
97,7724,5
97,4259,2
97,27428,3
98,19373,3
98,21242,4
98,2074,3
98,31995,4
98,13138,3
98,16966,4
98,33030,5
98,22835,3
98,27543,5
98,29163,2
98,28441,4
98,9507,5
99,44254,2
99,7747,3
99,19671,4
99,18750,3
99,4325,2
99,31351,4
99,2255,3
100,12249,3
100,42525,3
100,10346,4
100,35806,4
100,39961,3
100,16713,4
100,35543,4
100,41334,4
100,15578,4
100,31172,3
100,39784,3
100,8856,5
100,7957,4
100,28524,4
100,27200,5
100,28428,5
100,32071,3
100,39625,4
101,2965,3
101,14362,5
101,21070,5
101,42632,5
101,3564,3
101,44538,3
101,22363,4
101,3051,4
101,9623,5
101,4119,4
101,44181,4
101,29800,4
101,6462,2
101,28948,3
101,43081,3
101,17360,5
102,28958,2
102,24925,3
102,40807,4
102,35100,3
102,16243,2
102,4390,3
102,4658,5
102,36158,4
102,27601,5
102,45149,5
102,4273,4
102,16401,3
102,1354,4
102,30598,5
102,38551,4
102,15683,4
102,31670,3
102,17158,5
102,3491,5
102,10061,5
102,14472,5
103,44759,3
103,30856,4
103,17233,4
103,26451,5
103,36505,3
103,33667,4
103,25321,4
103,13576,4
103,10662,5
103,28416,4
103,10897,3
104,45487,4
104,4739,4
104,30811,4
104,11655,5
104,11766,4
104,38827,4
104,32083,3
104,7360,4
104,28001,2
104,27503,4
104,30043,4
104,43175,4
104,8428,4
104,15611,4
104,9493,4
104,20019,4
104,7524,2
104,21980,5
105,45194,4
105,4382,5
105,32694,3
105,31364,4
105,29800,5
105,26047,3
105,13517,4
105,313,3
105,25564,3
106,38075,4
106,6157,4
106,33883,5
106,5797,5
106,37811,3
106,30367,4
106,4346,3
106,5770,3
106,28910,5
106,41559,5
106,41691,4
106,14946,5
106,36334,3
106,12372,2
106,35159,4
106,29163,4
106,31360,4
107,5077,3
107,39068,4
107,23930,5
107,25816,3
107,2306,3
107,40425,3
107,18291,5
107,2283,4
107,32255,5
107,6619,3
107,36598,4
107,31171,4
107,7778,4
107,44936,4
107,16398,4
107,7687,2
107,27618,4
108,13988,4
108,12299,5
108,6343,5
108,28873,5
108,16982,3
108,10170,3
108,14267,5
108,13557,4
108,28511,4
109,28485,4
109,16130,5
109,5213,4
109,43068,5
109,25863,4
109,40485,1
109,21107,4
109,33029,5
109,2698,5
109,30590,3
109,24768,4
109,25812,5
109,9626,5
109,37736,5
109,39363,5
109,7366,4
109,67,5
109,15931,4
109,24964,2
109,6613,3
109,39638,1
110,5700,4
110,14367,5
110,17011,3
110,13925,2
110,9018,4
110,28767,5
110,81,3
110,18261,4
111,39993,5
111,12914,5
111,24217,5
111,18817,4
111,31981,3
111,2864,5
111,3345,4
111,19670,5
111,21353,5
111,10507,4
111,42932,4
111,1495,5
111,2371,4
111,37986,4
111,7841,5
112,1877,4
112,14680,4
112,27419,5
112,20812,5
112,36567,5
112,17800,2
112,26239,3
112,28427,5
112,43441,5
112,12662,4
112,12960,4
112,24937,5
112,43899,4
112,41996,5
112,37734,4
112,3120,3
112,5777,5
112,25051,5
113,2253,4
113,5942,5
113,7973,4
113,30366,4
113,40042,4
113,7240,5
113,32980,5
113,43713,4
113,30394,5
113,10204,3
113,21739,5
113,30868,5
113,16616,4
113,6981,5
114,23186,5
114,42447,3
114,11873,5
114,32987,4
114,8746,4
114,22861,4
114,32884,5
114,31316,2
114,13568,5
114,15764,5
115,28351,3
115,28827,5
115,28417,5
115,12451,3
115,17804,3
115,41681,5
115,7135,4
115,14184,5
115,3293,4
115,34505,3
116,27051,3
116,26438,3
116,30072,4
116,30891,2
116,33775,4
116,16634,4
116,7515,5
116,15320,5
116,43076,3
117,43739,4
117,9599,4
117,8205,4
117,32400,5
117,11012,3
117,39441,3
117,45485,5
117,16874,4
117,30214,3
117,33914,5
117,17692,5
117,25693,3
117,9754,4
117,4742,5
117,7090,4
117,3918,3
117,24244,5
117,14362,4
117,15600,4
117,2156,4
118,3413,5
118,30476,4
118,1658,5
118,22448,5
118,24703,5
118,21626,3
118,4580,3
118,42547,3
118,44030,4
118,6595,3
118,15610,5
118,8523,3
118,4315,4
118,43487,5
119,29900,4
119,39793,4
119,11376,3
119,14861,4
119,44513,4
119,23573,4
119,29093,5
119,27,4
119,16357,4
119,33692,4
119,34080,3
119,38085,4
119,28196,5
119,15655,2
119,29587,3
119,41639,4
119,41649,4
119,28022,4
119,8196,3
119,14657,5
119,4408,3
119,13647,5
120,34301,2
120,6296,5
120,13623,5
120,21437,3
120,10174,4
120,43360,4
120,14940,5
120,6440,3
120,13586,4
120,39175,4
120,1164,4
121,37349,4
121,11380,4
121,29499,4
121,16642,3
121,10639,4
121,24050,4
121,13345,5
121,41097,5
121,17581,4
121,3974,4
121,10090,5
121,37415,5
121,40031,5
121,42514,5
121,2835,5
121,40884,5
121,43722,4
121,33883,4
122,14570,5
122,11473,5
122,25663,3
122,9012,2
122,9365,3
122,9006,4
122,27647,3
122,13592,3
122,2956,3
122,35258,4
122,21338,5
123,6341,5
123,38640,5
123,12194,4
123,42701,4
123,29905,2
123,39724,3
123,40303,3
123,28948,4
123,19474,5
123,4397,5
123,18902,5
123,15692,3
123,37060,5
123,5756,4
123,35092,5
123,31016,2
123,4608,5
124,43068,3
124,45630,3
124,5981,5
124,39191,5
125,12789,4
125,19614,3
125,5893,4
125,28606,5
125,36361,4
125,30593,3
125,33932,4
125,7749,5
125,20928,4
125,8230,4
125,24753,4
125,43799,5
125,38695,3
125,41457,4
125,13730,5
125,39303,3
125,21029,5
125,8677,3
125,12885,5
125,11047,2
125,28562,4
125,33718,5
126,32453,5
126,6230,4
126,36262,4
126,38988,5
126,40297,4
126,18503,3
126,28645,5
126,7805,5
126,31728,5
126,3827,5
126,39180,5
126,2626,4
126,27059,4
126,39027,3
127,10255,5
127,1301,5
127,16093,4
127,4777,4
127,36086,5
127,10421,3
127,11613,3
127,43526,3
127,29526,3
127,40157,4
127,40487,5
127,32827,4
127,16442,3
127,16369,4
127,33195,5
127,6658,3
127,22739,4
127,41492,5
127,5508,5
127,38710,3
127,34534,5
127,1715,4
127,43476,3
127,26766,3
127,18517,4
127,23922,3
128,1627,3
128,28004,3
128,33490,5
128,42036,4
128,15812,5
128,4055,1
128,35183,2
128,11604,2
128,16102,3
128,21719,4
128,43556,4
128,28206,3
128,1420,5
128,39733,5
128,32558,3
128,45623,4
128,24945,3
128,4654,5
128,45369,4
128,2756,3
128,15806,5
128,37387,3
129,8976,3
129,20026,4
129,18427,4
129,5289,5
129,18013,3
129,10984,3
129,13577,5
129,28963,5
129,31303,5
129,31115,3
129,12495,5
129,13832,5
129,45358,4
129,5330,4
129,45114,4
129,43630,5
129,12662,3
130,39097,5
130,18878,4
130,25241,2
130,10040,5
130,45444,5
130,43780,3
130,17039,5
130,980,4
130,28105,3
130,17022,4
130,31083,5
130,38085,5
130,30652,4
131,7806,5
131,3797,3
131,41979,5
131,9489,3
131,4248,3
131,29404,3
131,19163,4
131,2056,3
131,14032,3
131,42408,3
131,18077,4
131,38707,5
131,34343,4
131,2917,3
131,18214,5
131,4009,5
131,36159,4
131,37083,4
131,35437,3
131,14808,2
131,27277,3
131,27005,3
131,15521,4
131,23257,3
131,13570,3
131,25494,4
132,41909,5
132,31030,3
132,2253,5
132,20398,3
132,18266,3
132,12447,5
132,27548,5
132,41486,4
132,38473,4
132,10951,3
132,32628,3
132,35128,4
132,16280,5
132,32104,5
132,16151,3
132,12691,3
132,33174,4
132,28195,3
132,14948,4
133,14781,3
133,3738,5
133,15534,4
133,14168,4
133,13440,5
133,24949,5
133,43271,3
133,13345,3
133,1879,3
133,43799,4
133,25055,5
133,27763,4
133,22434,4
133,117,4
133,8761,4
133,38648,4
133,44543,4
133,3587,5
133,41773,4
133,37034,5
133,23835,5
133,15640,4
133,30232,3
133,18834,4
134,8290,5
134,25347,5
134,39660,3
134,29571,4
134,44510,4
134,27204,2
134,18290,5
134,21539,5
134,29396,5
